Ratio,Total Runoff,Peak Runoff,Red_Total,Red_Peak
0,40031.85954859179,2.3019635702219814,0.0,0.0
1,40383.90644598028,2.275623443280404,0.0,1.144246037700658
2,40372.740120714254,2.2565938496179196,0.0,1.9709139271776865
3,40331.63196640709,2.2436272994985935,0.0,2.5341960871154146
4,40226.188668980685,2.304853502158127,0.0,0.0
5,40203.49465323405,2.2144247736833305,0.0,3.8027880923506285
6,40256.84381107965,2.218214055530141,0.0,3.638177240301166
7,40207.94117844694,2.235823854510761,0.0,2.873186898645941
8,40227.65538527359,2.2532844463602766,0.0,2.1146782899353456
9,40167.970810095394,2.270596096363065,0.0,1.3626398899045822
10,40284.38705761131,2.2874706202091732,0.0,0.6295907633069309
11,40184.37359357846,2.3038507632323544,0.0,0.0
12,40171.09135781931,2.3199687834181173,0.0,0.0
13,40213.42856001764,2.3358471711712903,0.0,0.0
14,40141.03401005142,2.3515196524074278,0.0,0.0
15,40098.01562990591,2.367007230456976,0.0,0.0
16,40094.29614016683,2.3823225828338144,0.0,0.0
17,40046.04635585849,2.3974826976503807,0.0,0.0
18,40052.08263125011,2.4124174038666073,0.0,0.0
19,40030.55514734925,2.4272574774056426,0.003258407821282727,0.0
20,40048.83848657076,2.4419558135041872,0.0,0.0
21,40037.7456088171,2.4565192401729044,0.0,0.0
22,40023.37142691302,2.4709590596965034,0.021203415915427293,0.0
23,39988.1173222602,2.484764498955137,0.10926853467422282,0.0
24,39958.43750421185,2.4951439176425305,0.18340902772907564,0.0
25,39954.23931703976,2.507588658912026,0.19389614279049505,0.0
26,39926.552431798766,2.5178695571720735,0.2630582690399397,0.0
27,39922.24755912356,2.540327574334045,0.27381188559371106,0.0
28,39939.89657178917,2.553834514306369,0.22972446905943356,0.0
29,39932.46223721904,2.5569223053344055,0.2482955138571441,0.0
30,39929.22711621835,2.567511258510441,0.25637687964222833,0.0
31,39921.23691224273,2.579150123096952,0.2763364919752931,0.0
32,39925.73860743194,2.592742914707118,0.2650912107418857,0.0
33,39891.67195473313,2.3946934019868884,0.3501900622140619,0.0
34,39911.07400672913,2.39974502126995,0.30172353526581874,0.0
35,39883.23888087196,2.404275596718288,0.3712559681106731,0.0
36,39901.157915393465,2.409518793695253,0.3264940341821343,0.0
37,39904.19569173817,2.411241292719641,0.31890563739278566,0.0
38,39901.077849718145,2.681397022307746,0.3266940390687978,0.0
39,39887.2008076437,2.4162545790489514,0.36135903397768177,0.0
40,39858.74676768832,2.418673527386865,0.43243752065362795,0.0
41,39840.10250770236,2.7169772790779922,0.4790110753078336,0.0
42,39835.45100367312,2.728569169607859,0.4906305805761124,0.0
43,39829.91356101933,2.435102915831033,0.5044631697094348,0.0
44,39864.08706578366,2.4377614978157207,0.41909740067029855,0.0
45,39859.60291359788,2.439618954604174,0.4302988592993495,0.0
46,39864.01464818508,2.4414491446857856,0.41927830058199334,0.0
47,39856.19472779311,2.4431541603204403,0.43881254275848214,0.0
48,39851.160059455455,2.4335349766368837,0.4513891964398997,0.0
49,39846.18825009022,2.4354268375151835,0.4638088277567953,0.0
50,39841.13280302212,2.437295471851571,0.4764373869221905,0.0
51,39786.816076372554,2.826316588008221,0.6121211329735865,0.0
52,39780.81919959756,2.4534670491884607,0.6271013933027869,0.0
53,39775.966813848216,2.4551145685894236,0.6392227031896014,0.0
54,39829.66863612521,2.4567416705741674,0.5050749946331035,0.0
55,39817.019539893394,2.4583503457373963,0.5366725681019591,0.0
56,39811.84501959709,2.459910291164639,0.5495985734253583,0.0
57,39806.22714280015,2.450747876390677,0.5636320878818157,0.0
58,39788.367566704736,2.4528968218365996,0.6082454940458004,0.0
59,39783.37949763561,2.4547821722504413,0.6207057422715323,0.0
60,39778.569362148424,2.456562358635715,0.632721510565637,0.0
61,39778.365858049234,2.458259455541282,0.6332298659143198,0.0
62,39773.48103684088,2.4712357893168,0.6454321999138757,0.0
63,39767.31017627533,2.472592585392463,0.6608470735548599,0.0
64,39761.69204974639,2.474034391969335,0.6748812118444469,0.0
65,39756.005234879194,2.4754000515137036,0.6890869343147976,0.0
66,39750.30967696447,2.4667631259970517,0.7033144970084892,0.0
67,39740.274088433864,2.4681119809334437,0.7283835011561046,0.0
68,39735.08215842056,2.4693603444384267,0.7413529961329712,0.0
69,39729.437709085236,2.4703335605507233,0.7554528890656886,0.0
70,39724.718117784854,2.471618954050244,0.7672424770428621,0.0
71,39719.894467326776,2.4728276359933687,0.7792920058743324,0.0
72,39714.90457493505,2.4739781908894276,0.7917568087787985,0.0
73,39710.08072087362,2.4750962762972897,0.8038068462135395,0.0
74,39705.32854707348,2.4753439442626832,0.8156778256127706,0.0
75,39700.051708403684,2.47638681310266,0.8288594232934599,0.0
76,39695.09022140375,2.477328141497353,0.8412532692348762,0.0
77,39689.936843927455,2.491502510551504,0.8541264595747777,0.0
78,39684.394083352614,2.4925128691160174,0.8679723329300115,0.0
79,39678.89146676682,2.4934782790503958,0.8817179261845887,0.0
80,39673.35546236629,2.4944192504069242,0.8955469225463641,0.0
81,39669.938543024975,2.495321256213865,0.9040824224702981,0.0
82,39687.380261124476,2.496168198574076,0.8605128299103315,0.0
83,39682.14366863856,2.4969893242247916,0.8735938922066255,0.0
84,39676.86250426158,2.497816597782613,0.8867862955486805,0.0
85,39671.49153804209,2.4875316148664752,0.9002030248239423,0.0
86,39666.376594473804,2.4884722582174605,0.9129802068633674,0.0
87,39661.399067101505,2.489375484268896,0.9254141218211664,0.0
88,39656.407710882726,2.49023425728654,0.937882581380789,0.0
89,39650.944549284985,2.491003062628797,0.9515296156663466,0.0
90,39645.70050881929,2.49182810903663,0.9646292830933101,0.0
91,39640.48781321213,2.4926324348194844,0.9776506507388261,0.0
92,39639.7249021215,2.493398124571528,0.9795564105492094,0.0
93,39630.17120572032,2.4941230957369664,1.0034216431637155,0.0
94,39625.06676373609,2.4947608780427206,1.0161725921373321,0.0
95,39619.761409230174,2.4953868578693705,1.0294254226721589,0.0
96,39614.93245890307,2.496145453909262,1.0414881906313678,0.0
97,39610.16885629236,2.496797205674656,1.0533877193178331,0.0
98,39605.19313062616,2.4973617924820357,1.065817133595126,0.0
99,39600.441769260666,2.4979487914076244,1.0776860835241986,0.0
100,39595.54316360043,2.4985183448953445,1.0899228512274095,0.0
