Ratio,Total Runoff,Peak Runoff,Red_Total,Red_Peak
0,40031.85954859179,2.3019635702219814,0.0,0.0
1,39764.31277011521,2.265032411157764,0.6683346252047695,1.6043329069997392
2,39496.77749056855,2.2283959285295603,1.3366405259634284,3.1958647236683624
3,39229.25139369943,2.1920542332560466,2.004923488298449,4.774590631568332
4,38961.74289105635,2.1560081339516795,2.6731625000744885,6.340475503538368
5,38694.249742381515,2.120257682628879,3.3413631574787273,7.8935170800978565
6,38426.77366068082,2.084803147444131,4.009521181404708,9.433703712214236
7,38159.3168883063,2.0496447695407243,4.67763097043381,10.961024924339945
8,37891.878445172566,2.0147825314947503,5.345694972829462,12.475481473390037
9,37624.44810112264,1.9802170853361136,6.01373874362986,13.977045034419955
10,37357.00736105338,1.9459483561495863,6.68180848379426,15.465718861835164
11,37089.63316725737,1.9119764731696411,7.349711990678475,16.941497341538437
12,36822.24820738261,1.878301534286429,8.017642391338986,18.4043762210667
13,36555.07607415384,1.8449233818868909,8.685041148832306,19.85436234731628
14,36287.96509432355,1.8118424879620998,9.35228714450249,21.291435216440835
15,36020.901688951046,1.779058614337242,10.019414298684104,22.715605175033893
16,35753.89281629495,1.7465716999845806,10.686405229575014,24.126874874212
17,35486.94243903045,1.7143816312554707,11.353250038371554,25.52524925100571
18,35219.79600028906,1.6824880229084034,12.020584610769113,26.910745040758457
19,34952.89454790647,1.6508910578971845,12.687307204703613,28.283354295742093
20,34684.49474327815,1.619590201545438,13.357772698075298,29.643100242926135
21,34417.35004182519,1.5885850422307182,14.025102930708345,30.990000763672864
22,34150.54231386988,1.5646780817592967,14.69159140005225,32.02854719336793
23,33883.61766428937,1.551204571340129,15.358371940827563,32.61385230390312
24,33615.19746681534,1.5368744477684047,16.028888375739136,33.23636969545084
25,33347.87969154407,1.5218703178237876,16.696650948563907,33.88816671512175
26,33080.57825332334,1.506115032719499,17.364372711267105,34.57259479678637
27,32813.28822814751,1.4896078588390451,18.03206596406589,35.28968580960644
28,32546.006124804127,1.4723493121314135,18.699739428045113,36.03941734015223
29,32278.696451721436,1.4543357532594092,19.367481761518846,36.82194748550405
30,32011.358452375458,1.4355668108960622,20.035294854291806,37.63729237654145
31,31743.967230520353,1.4160397909206135,20.703240897444097,38.48556904903309
32,31477.848176219723,1.3958848461910673,21.368009052861936,39.36112351002756
33,31213.39384685261,1.3756698215956593,22.0286187081444,40.239287910928944
34,30952.152848232792,1.355697854589754,22.681201429920574,41.10689360479226
35,30689.893249270546,1.3346604554062687,23.336328625907832,42.02078292326904
36,30422.413893996123,1.3115379317921192,24.00449482725491,43.02525249495387
37,30152.112363057688,1.2876654907108798,24.679710852656722,44.062299361813594
38,29881.765603530148,1.2630446995006084,25.355039859542806,45.13185543684294
39,29611.25408268422,1.2376557381231579,26.030780441909652,46.234781725767746
40,29340.773748240626,1.2125553233493807,26.706443120320266,47.32517321147475
41,29070.263585906047,1.1907512121051451,27.382180309111682,48.27236940199191
42,28799.769195336477,1.1710058152714788,28.05787809987065,49.13013262157936
43,28529.53459114163,1.1819673404000195,28.73292694157341,48.65395110114446
44,28258.87463955273,1.1925694638265079,29.40903830547438,48.193382412584974
45,27988.289736767252,1.2028942619956051,30.08496219668666,47.74486105878694
46,27716.52471071817,1.2127536874607967,30.763834048040962,47.31655604159499
47,27445.482342664975,1.2224092182354844,31.4409006922327,46.89710844913129
48,27174.441956179006,1.231761148909026,32.11796238644895,46.49084960148845
49,26903.374730894637,1.2408084743524146,32.795091124261745,46.09782316265058
50,26632.279891126924,1.2495533798644278,33.472288843340095,45.71793420067323
51,26361.152763129186,1.2579982028432224,34.149567218751656,45.35108117623634
52,26089.99149616042,1.2661452457794773,34.82693087366662,44.997164066441705
53,25818.806429545664,1.273996992224417,35.50435398034389,44.65607498290844
54,25547.65065714325,1.2815551260891687,36.181703909775166,44.327740774560276
55,25276.522247935714,1.2888193137567356,36.858985485662075,44.0121759341112
56,25005.313044866456,1.2957960525104204,37.53646888545282,43.70909821194672
57,24734.180682683887,1.3024859100812014,38.213760335912326,43.41848294516664
58,24464.022385905424,1.308874764105804,38.8886185608982,43.14094362581127
59,24193.07856497444,1.3150000617056647,39.56543903335741,42.87485350696243
60,23922.141644380557,1.3208506737771941,40.24224226870302,42.62069604994563
61,23651.270634414286,1.326431203233728,40.91888085861785,42.37827129880173
62,23380.66209576153,1.3317431414397933,41.59486379247153,42.14751446690481
63,23108.813820240233,1.3471188082523078,42.27394360187014,41.47957744950745
64,22837.513895154574,1.3666309069225233,42.951653626198,40.63194897603278
65,22566.13143668464,1.3816337648483532,43.62956981977507,39.98020721435134
66,22294.795954026893,1.3917331106340876,44.3073686672865,39.54147977676811
67,22023.758975841498,1.3954112005807784,44.98442184753261,39.381699231399345
68,21752.52087803652,1.3910453076174647,45.66197742667262,39.57135874729224
69,21480.845302017915,1.3817107871796,46.340625830923834,39.97686127385761
70,21210.09915524378,1.3668097406797906,47.01695251129075,40.62418022766593
71,20939.205668752475,1.3445208233213473,47.69364724779802,41.59243696494757
72,20668.198309743897,1.3162864120562,48.370626439033494,42.818972937557454
73,20397.4182198526,1.2869460517660323,49.04703790965882,44.09355263420045
74,20126.682119814766,1.2564647213727087,49.723339493174336,45.41769741162558
75,19855.41093214802,1.2247033572633583,50.40097773113196,46.79744835643691
76,19583.585193582236,1.1916512423853638,51.080001242982156,48.23327102998197
77,19313.206110576855,1.1576557422711966,51.75541099425085,49.710075465722404
78,19042.541496526643,1.1224306465709477,52.43153400502849,51.24029497726976
79,18771.832532448963,1.086054694722233,53.10776780263433,52.82050903101376
80,18501.05080007255,1.0485207534156962,53.784183376204496,54.45102750628734
81,18230.23777400262,1.0098434165420695,54.46067712174537,56.131216427343844
82,17959.737305544593,0.9701060055818169,55.13639009513269,57.85745621125237
83,17688.92429266133,0.9291511181737597,55.81288380773315,59.636584601373144
84,17418.016614047516,0.8870180307614136,56.489613996309515,61.466895382889255
85,17147.067606034278,0.8437422393914563,57.166447426153944,63.346846565860595
86,16876.214436140315,0.7993059059046967,57.84304145138326,65.27721306086445
87,16605.50108371032,0.753762185068424,58.51928621113866,67.25568576240597
88,16334.678557913845,0.7070564940793779,59.195803687094894,69.28463581153912
89,16063.337143151153,0.6590893401800607,59.87361735306593,71.36838529045428
90,15792.162793563954,0.6100230382842777,60.551013688497314,73.49988304873771
91,15520.98040237117,0.5981530422405312,61.228430111942785,74.01552961227573
92,15254.197718780197,0.6002081905142869,61.89485602020505,73.92625155851584
93,14978.578871378084,0.6021768623174045,62.58335475723613,73.84073014416401
94,14707.36212290294,0.6040675571429136,63.26085700552898,73.75859614126463
95,14435.89768806846,0.6039491012636251,63.9389779769142,73.76374200372835
96,14164.8647404262,0.6037990384968247,64.61602108882178,73.77026090649213
97,13893.848011585003,0.6042570260989046,65.29302368599625,73.75036538737947
98,13622.577183927184,0.6054917560393475,65.97066102464784,73.69672726919137
99,13351.429900163832,0.6076668993637516,66.64798974937077,73.60223648955689
100,13080.128458711664,0.6109619440662013,67.32570356159788,73.4590958792938
