Ratio,Total Runoff,Peak Runoff,Red_Total,Red_Peak
0,40031.85954859179,2.3019635702219814,0.0,0.0
1,39811.70754748349,2.265032411157764,0.5499419801897276,1.6043329069997392
2,39591.567045305135,2.2283959285295603,1.0998552359333114,3.1958647236683624
3,39371.43636873302,2.1920542332560466,1.64974394721068,4.774590631568332
4,39151.32264345826,2.1560081339516795,2.199590313971578,6.340475503538368
5,38931.224272151725,2.120257682628879,2.7493983263607413,7.8935170800978565
6,38711.14296781935,2.084803147444131,3.2991637052715905,9.433703712214236
7,38491.08097281309,2.0496447695407243,3.8488808492856963,10.961024924339945
8,38271.03794997639,2.0147825314947503,4.398550600623652,12.475481473390037
9,38051.002383294755,1.9802170853361136,4.948201726408974,13.977045034419955
10,37830.956420593815,1.9459483561495863,5.497878821558255,15.465718861835164
11,37610.977004166074,1.9119764731696411,6.047389683427474,16.941497341538437
12,37390.9868216596,1.878301534286429,6.59692743907293,18.4043762210667
13,37171.21010872787,1.8449233818868909,7.14593194550851,19.85436234731628
14,36951.493906265874,1.8169328316452307,7.694785296163631,21.070304710772582
15,36731.82527826169,1.827274943887084,8.243519805330113,20.621031213327267
16,36512.21118297387,1.8376113339260272,8.792118091206014,20.172006295094246
17,36292.65558307767,1.8479429150426783,9.340570254987457,19.723190282091274
18,36072.9045646333,1.8617022814114221,9.889510576327332,19.125467253511065
19,35853.39788961902,1.8732680327924913,10.437840525246745,18.62303743530357
20,35632.39286235895,1.8811158524217464,10.989913373603443,18.282118937253735
21,35412.64293827431,1.8845860811012924,11.538850961221392,18.13136812935926
22,35193.230630616046,1.8864954634710716,12.086945179507536,18.048422317597566
23,34973.70075840382,1.8876499707581673,12.635333075267797,17.998269165652403
24,34752.67533829809,1.8879478648927073,13.187456865164304,17.985328294719714
25,34532.752340395105,1.8875717526543534,13.736826792974021,18.001667051910275
26,34312.845679542675,1.8864444852563296,14.286155910662146,18.050636871094483
27,34092.95107466387,1.8845655275169328,14.835454912403224,18.132261001193793
28,33873.063748688786,1.881934998515565,15.384735731367371,18.246534269259207
29,33653.14885297439,1.878549457349825,15.934085419826038,18.393606152130637
30,33433.20563099671,1.8744085326927418,16.483505867583926,18.573492780687662
31,33213.2091865099,1.8695095304235567,17.03305926572115,18.786311190698925
32,32994.485552506274,1.863982801835068,17.579433170081337,19.02639876897263
33,32777.42600050746,1.858395794945924,18.121650180348713,19.26910490739363
34,32563.57977925593,1.8530518456462823,18.655840257109844,19.501252338776588
35,32348.714957661978,1.846642464169061,19.192574808082043,19.779683394772974
36,32128.63037975587,1.8381479582611762,19.742348364414,20.148694703977387
37,31905.72426911447,1.8289037333209937,20.299170138758083,20.550274688116367
38,31682.77228695522,1.8189109598169866,20.856106500629114,20.984372500665305
39,31459.655543477587,1.8081500161458,21.41345443798088,21.451840527109745
40,31236.569986402283,1.7966531988872423,21.970724471376457,21.95127576610656
41,31013.454601436,1.7844100301828212,22.528069015152795,22.483133388129673
42,30790.355631163446,1.771423782122088,23.08537255485409,23.047271249767554
43,30567.5158043369,1.7577292995348235,23.642028751541766,23.64217565070661
